sepal_length,sepal_width,petal_length,petal_width,species
0.6666666666666666,0.6250000000000001,0.5,0.818181818181818,2.0
0.2333333333333331,0.37499999999999983,0.1666666666666668,0.5454545454545455,2.0
0.9333333333333332,0.37499999999999983,0.9166666666666666,0.5454545454545455,2.0
0.4666666666666665,0.31250000000000006,0.1666666666666668,0.3636363636363637,2.0
0.6,0.6874999999999999,0.5,0.6363636363636365,2.0
0.7666666666666666,0.6250000000000001,0.6249999999999999,0.3636363636363637,2.0
0.4333333333333333,0.37499999999999983,0.1249999999999999,0.3636363636363637,2.0
0.39999999999999974,0.5,0.1666666666666668,0.3636363636363637,2.0
0.5,0.37499999999999983,0.4583333333333331,0.6363636363636365,2.0
0.7666666666666666,0.5,0.5416666666666665,0.18181818181818196,2.0
0.8333333333333334,0.37499999999999983,0.6666666666666664,0.45454545454545453,2.0
1.0,1.0,0.7916666666666667,0.5454545454545455,2.0
0.5,0.37499999999999983,0.4583333333333331,0.7272727272727274,2.0
0.4666666666666665,0.37499999999999983,0.2499999999999998,0.09090909090909098,2.0
0.39999999999999974,0.25,0.4583333333333331,0.0,2.0
0.9333333333333332,0.5,0.6666666666666664,0.818181818181818,2.0
0.4666666666666665,0.75,0.4583333333333331,0.9090909090909091,2.0
0.5,0.5625000000000001,0.41666666666666663,0.3636363636363637,2.0
0.36666666666666653,0.5,0.1249999999999999,0.3636363636363637,2.0
0.6666666666666666,0.5625000000000001,0.3750000000000001,0.6363636363636365,2.0
0.6,0.5625000000000001,0.4583333333333331,0.9090909090909091,2.0
0.6666666666666666,0.5625000000000001,0.2499999999999998,0.818181818181818,2.0
0.2999999999999998,0.31250000000000006,0.2499999999999998,0.45454545454545453,2.0
0.6333333333333332,0.6250000000000001,0.5833333333333334,0.818181818181818,2.0
0.6,0.6874999999999999,0.5,1.0,2.0
0.6,0.5,0.2916666666666667,0.818181818181818,2.0
0.4666666666666665,0.18749999999999992,0.20833333333333331,0.45454545454545453,2.0
0.5333333333333332,0.5,0.2916666666666667,0.5454545454545455,2.0
0.4333333333333333,0.75,0.3750000000000001,0.818181818181818,2.0
0.3333333333333333,0.5,0.2499999999999998,0.3636363636363637,2.0
